match_id	id	team_id	period_id	min	sec	player_id_1	player_id_2	outcome	start_x	start_y	end_x	end_y	offside	possession	sequence	extra_1	extra_2	extra_3
2372227	2576044549	181	1	0	0	80906	227164	1	50	50.1	41.7	54.8	0	1	1	0	0	0
2372227	2576044579	181	1	0	2	227164	0	0	43.3	52.4	76.9	59.9	0	1	1	0	0	0
2372227	2576044677	407	1	0	5	451565	244363	1	20.7	40	27.6	27.9	0	0	0	0	3	0
2372227	2576044777	407	1	0	7	244363	198221	1	31.2	23.7	37.9	7.1	0	2	2	0	3	0
2372227	2576044799	407	1	0	8	198221	0	0	34.4	3.3	62.4	4.9	0	2	2	0	0	0
2372227	2576044757	181	1	0	12	500759	227164	1	44	93.3	46.6	86.9	0	3	3	0	0	0
2372227	2576044877	181	1	0	13	227164	0	1	46.6	86.9	42.1	95.4	0	3	3	0	0	0
2372227	2576045375	181	1	0	42	500759	170116	1	35.1	83.9	32.3	46.4	0	3	4	0	0	0
2372227	2576045419	181	1	0	43	170116	104407	1	31.1	45.8	8.8	41.2	0	3	4	0	0	0
2372227	2576045435	181	1	0	46	104407	0	0	9.3	44.1	63.1	45.8	0	3	4	0	0	0
2372227	2576045443	407	1	0	49	487703	0	0	36.3	54	53.7	55.5	0	0	0	0	3	0
2372227	2576045497	181	1	0	50	227164	80906	1	45	46.4	48.4	43.3	0	3	5	0	3	0
2372227	2576045569	407	1	0	56	244363	170154	100	65	65.1	59.4	78.5	0	4	6	0	0	0
2372227	2576045733	181	1	1	1	80906	0	0	39.7	25.8	56.1	-2	0	5	7	0	0	0
2372227	2576046069	407	1	1	17	167432	487703	1	43	100	30.9	90.8	0	6	8	0	0	0
2372227	2576046195	407	1	1	22	487703	484753	1	29.6	82.9	38.4	87	0	6	8	0	0	0
2372227	2576046251	407	1	1	28	484753	449718	1	42.6	82.6	43.4	70.1	0	6	8	0	0	0
2372227	2576046273	407	1	1	31	449718	451565	1	45.5	57.8	40.1	33.8	0	6	8	0	0	0
2372227	2576046309	407	1	1	33	451565	213469	1	40.5	33.4	53.2	16.9	0	6	8	0	0	0
2372227	2576046353	407	1	1	35	213469	451565	1	53.7	16.9	43.8	26.3	0	6	8	0	0	0
2372227	2576046371	407	1	1	37	451565	484753	1	42.9	31.5	47	55.3	0	6	8	0	0	0
2372227	2576046435	407	1	1	39	484753	167432	1	52.9	66	54.8	86.5	0	6	8	0	0	0
