codigo	tipo	equipo	player	x	y	min	sec	period	partido	nombre_equipo	nombre_jugador	outcome	fase	tipo	end_x	end_y	extra
49	recuperacion_balon	186	218449	35.4	23.3	4	25	1	2372223	Real Madrid	Éder Militão	1	0	0	0	0	0
1	pase	186	218449	35.3	25.9	4	28	1	2372223	Real Madrid	Éder Militão	1	0	0	27.1	59.7	0
1	pase	186	50188	31.6	70	4	33	1	2372223	Real Madrid	David Alaba	1	0	0	42.5	70	0
1	pase	186	246333	42.5	60.5	4	36	1	2372223	Real Madrid	Vinícius Júnior	1	0	0	47.2	24	0
1	pase	186	223255	51.2	23.9	4	41	1	2372223	Real Madrid	Federico Valverde	1	0	0	45.8	36.7	0
1	pase	186	219292	45.6	36.7	4	43	1	2372223	Real Madrid	Aurélien Tchouaméni	1	0	0	47.1	52.8	0
1	pase	186	475561	47.1	52.2	4	44	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	45.9	31.8	0
1	pase	186	219292	46	30	4	46	1	2372223	Real Madrid	Aurélien Tchouaméni	1	0	0	63.6	2.2	0
1	pase	186	88483	37.2	14.1	4	54	1	2372223	Real Madrid	Dani Carvajal	1	0	0	29.7	60.2	0
1	pase	186	50188	34.3	67.5	4	59	1	2372223	Real Madrid	David Alaba	1	0	0	40.5	98.1	0
1	pase	186	227166	40.6	95.4	5	2	1	2372223	Real Madrid	Fran García	1	0	0	34.5	88.1	0
1	pase	186	475561	33.6	87.1	5	4	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	13.1	58.7	0
1	pase	186	224965	13.1	58.7	5	7	1	2372223	Real Madrid	Andriy Lunin	1	0	0	16.9	31.5	0
1	pase	186	218449	19.2	37.3	5	12	1	2372223	Real Madrid	Éder Militão	1	0	0	20.1	63.3	0
1	pase	186	50188	22.2	66.2	5	15	1	2372223	Real Madrid	David Alaba	1	0	0	34	87.2	0
1	pase	186	475561	28.3	90.9	5	18	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	45.9	97.5	0
1	pase	186	227166	41.6	75.9	5	21	1	2372223	Real Madrid	Fran García	1	0	0	33.7	46.1	0
1	pase	186	219292	33	43	5	24	1	2372223	Real Madrid	Aurélien Tchouaméni	1	0	0	61	3.4	0
1	pase_fallado	186	88483	72.7	10.8	5	30	1	2372223	Real Madrid	Dani Carvajal	0	0	0	91.3	40	0
52	portero_agarrra_pelota	174	212769	8.9	54.2	5	33	1	2372223	Athletic Club	Unai Simón	0	0	0	0	0	0
1	pase	174	212769	12.8	53	5	35	1	2372223	Athletic Club	Unai Simón	1	0	0	23.9	48.1	0
1	pase	174	96736	36.8	69.9	5	41	1	2372223	Athletic Club	Íñigo Ruíz de Galarreta	1	0	0	31.2	89.6	0
1	pase	174	197314	32.9	90.5	5	43	1	2372223	Athletic Club	Íñigo Lekue	1	0	0	16	71.3	0
1	pase	174	440593	16	71.3	5	46	1	2372223	Athletic Club	Aitor Paredes	1	0	0	30.9	11.6	0
1	pase	174	59062	31.1	15.5	5	49	1	2372223	Athletic Club	Óscar De Marcos	1	0	0	40.3	24.6	0
1	pase	174	76012	38.7	23.6	5	50	1	2372223	Athletic Club	Iker Muniain	1	0	0	33.1	29	0
1	pase	174	96736	33.1	29	5	51	1	2372223	Athletic Club	Íñigo Ruíz de Galarreta	1	0	0	28.4	17.8	0
1	pase	174	59062	34.9	18.2	5	53	1	2372223	Athletic Club	Óscar De Marcos	1	0	0	33.3	34	0
1	pase	174	197326	29.6	34.1	5	55	1	2372223	Athletic Club	Mikel Vesga	1	0	0	12.6	43.6	0
1	pase	174	212769	12.6	43.6	5	57	1	2372223	Athletic Club	Unai Simón	1	0	0	21.7	66.5	0
1	pase	174	440593	36.5	71.9	6	1	1	2372223	Athletic Club	Aitor Paredes	1	0	0	56	78.5	0
1	pase	174	619506	55.8	81	6	3	1	2372223	Athletic Club	Unai Gómez	1	0	0	65.1	96.2	0
61	toco_balon	174	523654	63.7	97.3	6	5	1	2372223	Athletic Club	Nico Williams	0	0	0	0	0	0
5	balon_fuera	174	523654	69.8	100	6	6	1	2372223	Athletic Club	Nico Williams	0	0	347	0	0	0
5	balon_fuera	186	218449	30.2	0	6	6	1	2372223	Real Madrid	Éder Militão	1	0	347	0	0	0
1	pase	186	88483	31.3	0	6	15	1	2372223	Real Madrid	Dani Carvajal	1	0	0	17.5	9.9	0
1	pase	186	218449	18.1	8.3	6	17	1	2372223	Real Madrid	Éder Militão	1	0	0	4.4	43.7	0
1	pase	186	224965	7.3	45.6	6	18	1	2372223	Real Madrid	Andriy Lunin	1	0	0	11.2	65.3	0
1	pase	186	50188	18.7	72.6	6	24	1	2372223	Real Madrid	David Alaba	1	0	0	26.9	63.4	0
1	pase	186	475561	27	67.8	6	25	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	29.3	97.4	0
1	pase	186	227166	29.3	97.4	6	27	1	2372223	Real Madrid	Fran García	1	0	0	18.4	89.3	0
1	pase_fallado	186	50188	22.8	90.8	6	30	1	2372223	Real Madrid	David Alaba	0	0	0	69	65.2	0
1	pase	174	440593	31.8	35.8	6	33	1	2372223	Athletic Club	Aitor Paredes	1	0	0	37.4	39.5	0
61	toco_balon	174	197326	37.4	39.5	6	34	1	2372223	Athletic Club	Mikel Vesga	0	0	0	0	0	0
1	pase_fallado	186	244855	54.2	52.5	6	36	1	2372223	Real Madrid	Jude Bellingham	0	0	0	47.8	31.9	0
61	toco_balon	174	523654	55.5	70.5	6	37	1	2372223	Athletic Club	Nico Williams	0	0	0	0	0	0
1	pase	186	223255	47	28.3	6	38	1	2372223	Real Madrid	Federico Valverde	1	0	0	47.4	14.7	0
1	pase	186	88483	47.6	16.1	6	40	1	2372223	Real Madrid	Dani Carvajal	1	0	0	48	28.1	0
1	pase	186	244855	47.4	26.6	6	41	1	2372223	Real Madrid	Jude Bellingham	1	0	0	41.9	24.2	0
1	pase	186	223255	44.4	25	6	42	1	2372223	Real Madrid	Federico Valverde	1	0	0	41.7	38.4	0
1	pase	186	219292	45.1	45.5	6	45	1	2372223	Real Madrid	Aurélien Tchouaméni	1	0	0	52.9	93	0
1	pase	186	227166	53.6	93.5	6	48	1	2372223	Real Madrid	Fran García	1	0	0	61.9	83.6	0
1	pase	186	246333	61.9	83.6	6	48	1	2372223	Real Madrid	Vinícius Júnior	1	0	0	53.4	80	0
61	toco_balon	186	227166	53.4	79.7	6	49	1	2372223	Real Madrid	Fran García	1	0	0	0	0	0
1	pase	186	475561	55	74.8	6	51	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	37.6	75.7	0
1	pase	186	50188	37.6	75.7	6	53	1	2372223	Real Madrid	David Alaba	1	0	0	44.3	42.1	0
1	pase_fallado	186	219292	44.3	42.1	6	56	1	2372223	Real Madrid	Aurélien Tchouaméni	0	0	0	55.6	28.5	0
8	pase_cortado	174	197326	42.2	70.5	6	56	1	2372223	Athletic Club	Mikel Vesga	1	0	0	0	0	0
1	pase	186	223255	48.6	18.2	6	58	1	2372223	Real Madrid	Federico Valverde	1	0	0	60.4	8.5	0
1	pase_fallado	186	88483	61.1	6.4	6	59	1	2372223	Real Madrid	Dani Carvajal	0	0	0	62.8	8.7	0
74	bloqueo_pase	174	197314	32.4	89.3	6	59	1	2372223	Athletic Club	Íñigo Lekue	1	0	0	0	0	0
1	pase_fallado	186	244855	66.1	9.3	7	4	1	2372223	Real Madrid	Jude Bellingham	0	0	0	81.2	46.6	0
12	despeje	174	437554	18	49.1	7	6	1	2372223	Athletic Club	Dani Vivian	1	0	0	23.3	26.7	0
3	regate_fallado	186	246333	76.8	71	7	9	1	2372223	Real Madrid	Vinícius Júnior	0	0	0	0	0	0
7	entrada	174	59062	23.2	29	7	9	1	2372223	Athletic Club	Óscar De Marcos	0	0	0	0	0	0
61	toco_balon	186	246333	76.1	70.7	7	9	1	2372223	Real Madrid	Vinícius Júnior	1	0	0	0	0	0
1	pase_fallado	186	227166	73	80.9	7	10	1	2372223	Real Madrid	Fran García	0	0	0	93.8	85.1	0
4	falta_recibida	174	59062	5.4	13.8	7	13	1	2372223	Athletic Club	Óscar De Marcos	1	0	152	0	0	0
4	falta_cometida	186	246333	94.6	86.2	7	13	1	2372223	Real Madrid	Vinícius Júnior	0	0	152	0	0	0
1	pase	174	437554	16	15.9	7	31	1	2372223	Athletic Club	Dani Vivian	1	0	0	27.2	55	0
1	pase_fallado	174	197326	25.9	66.4	7	33	1	2372223	Athletic Club	Mikel Vesga	0	0	0	47	84.1	0
49	recuperacion_balon	186	88483	52.4	12.2	7	34	1	2372223	Real Madrid	Dani Carvajal	1	0	0	0	0	0
1	pase	186	88483	45	13.8	7	36	1	2372223	Real Madrid	Dani Carvajal	1	0	0	31.3	19.8	0
1	pase	186	218449	38.3	28.1	7	39	1	2372223	Real Madrid	Éder Militão	1	0	0	31.3	60.2	0
1	pase	186	50188	31.1	74	7	42	1	2372223	Real Madrid	David Alaba	1	0	0	46.6	94.4	0
1	pase	186	227166	60.8	95.6	7	46	1	2372223	Real Madrid	Fran García	1	0	0	46.2	77.2	0
1	pase	186	475561	45.8	72.4	7	49	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	44	37.7	0
1	pase	186	218449	62.7	26	7	57	1	2372223	Real Madrid	Éder Militão	1	0	0	69.7	5.8	0
1	pase	186	88483	68.7	3.1	7	59	1	2372223	Real Madrid	Dani Carvajal	1	0	0	91	23.5	0
1	pase_fallado	186	223255	92	23.7	8	1	1	2372223	Real Madrid	Federico Valverde	0	0	0	92.6	47.8	0
12	despeje	174	437554	9.6	56.9	8	2	1	2372223	Athletic Club	Dani Vivian	1	0	0	8.7	101.3	0
5	balon_fuera	174	437554	11.4	100	8	4	1	2372223	Athletic Club	Dani Vivian	0	0	347	0	0	0
5	balon_fuera	186	223255	88.6	0	8	4	1	2372223	Real Madrid	Federico Valverde	1	0	347	0	0	0
1	pase	186	88483	90	0	8	13	1	2372223	Real Madrid	Dani Carvajal	1	0	0	76.5	6.4	0
1	pase	186	223255	76.8	5	8	16	1	2372223	Real Madrid	Federico Valverde	1	0	0	67.4	35.5	0
1	pase	186	475561	73.1	39.4	8	19	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	71.7	88.2	0
1	pase	186	227166	71.3	87.8	8	22	1	2372223	Real Madrid	Fran García	1	0	0	55.9	73	0
1	pase	186	50188	57.5	73.5	8	26	1	2372223	Real Madrid	David Alaba	1	0	0	72.2	97.2	0
1	pase	186	227166	69.5	95.4	8	29	1	2372223	Real Madrid	Fran García	1	0	0	64.1	80.8	0
1	pase	186	475561	61.1	79.6	8	32	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	67	83.3	0
1	pase	186	244855	70.2	82.6	8	33	1	2372223	Real Madrid	Jude Bellingham	1	0	0	63	80	0
1	pase	186	475561	58.4	80.8	8	34	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	48.4	71.9	0
1	pase	186	50188	46.8	69.4	8	36	1	2372223	Real Madrid	David Alaba	1	0	0	45.1	45.5	0
1	pase	186	218449	44.8	45.4	8	38	1	2372223	Real Madrid	Éder Militão	1	0	0	67.5	2.9	0
1	pase_fallado	186	88483	67.5	3.1	8	41	1	2372223	Real Madrid	Dani Carvajal	0	0	0	87.3	14	0
49	recuperacion_balon	174	440593	17.1	90.9	8	44	1	2372223	Athletic Club	Aitor Paredes	1	0	0	0	0	0
1	pase	174	440593	16.8	89	8	44	1	2372223	Athletic Club	Aitor Paredes	1	0	0	4.1	63.9	0
1	pase	174	212769	5.7	53.1	8	49	1	2372223	Athletic Club	Unai Simón	1	0	0	41.4	67.6	0
1	pase	174	197334	44.6	68.6	8	51	1	2372223	Athletic Club	Iñaki Williams	1	0	0	50.1	45.4	0
50	me_roban_balon	174	619506	52.6	45.8	8	54	1	2372223	Athletic Club	Unai Gómez	0	0	0	0	0	0
7	entrada	186	219292	47.4	54.2	8	54	1	2372223	Real Madrid	Aurélien Tchouaméni	0	0	0	0	0	0
1	pase	174	197334	54.6	50.5	8	55	1	2372223	Athletic Club	Iñaki Williams	1	0	0	51.3	29.7	0
1	pase	174	76012	52.1	31.6	8	57	1	2372223	Athletic Club	Iker Muniain	1	0	0	46.4	45	0
50	me_roban_balon	174	96736	44.6	43.7	8	58	1	2372223	Athletic Club	Íñigo Ruíz de Galarreta	0	0	0	0	0	0
7	entrada	186	244855	55.4	56.3	8	59	1	2372223	Real Madrid	Jude Bellingham	0	0	0	0	0	0
1	pase	174	96736	44.3	45.4	8	59	1	2372223	Athletic Club	Íñigo Ruíz de Galarreta	1	0	0	35.6	33	0
1	pase	174	437554	33.2	32.6	9	1	1	2372223	Athletic Club	Dani Vivian	1	0	0	38.3	6.4	0
1	pase_fallado	174	59062	44.2	5.2	9	5	1	2372223	Athletic Club	Óscar De Marcos	0	0	0	52.1	22.3	0
8	pase_cortado	186	244855	47.6	77.9	9	7	1	2372223	Real Madrid	Jude Bellingham	1	0	0	0	0	0
49	recuperacion_balon	186	227166	39.1	82.9	9	8	1	2372223	Real Madrid	Fran García	1	0	0	0	0	0
1	pase	186	227166	39.1	82.9	9	8	1	2372223	Real Madrid	Fran García	1	0	0	26.7	64.6	0
1	pase	186	50188	26.8	66.4	9	11	1	2372223	Real Madrid	David Alaba	1	0	0	24.9	44.1	0
1	pase	186	218449	25.6	43.3	9	14	1	2372223	Real Madrid	Éder Militão	1	0	0	61.7	92.1	0
61	toco_balon	186	246333	85.7	88.4	9	21	1	2372223	Real Madrid	Vinícius Júnior	0	0	0	0	0	0
5	balon_fuera	174	437554	0	11.4	9	24	1	2372223	Athletic Club	Dani Vivian	1	0	346	0	0	0
5	balon_fuera	186	246333	100	88.6	9	24	1	2372223	Real Madrid	Vinícius Júnior	0	0	346	0	0	0
1	pase	174	212769	4.5	50.7	9	42	1	2372223	Athletic Club	Unai Simón	1	0	0	5.4	28.6	0
1	pase	174	437554	5.5	28.6	9	44	1	2372223	Athletic Club	Dani Vivian	1	0	0	18.5	5	0
1	pase_fallado	174	59062	19.6	4.9	9	47	1	2372223	Athletic Club	Óscar De Marcos	0	0	0	21.5	4.9	0
61	toco_balon	186	475561	78.9	94	9	47	1	2372223	Real Madrid	Eduardo Camavinga	1	0	0	0	0	0
83	sin_identificar	186	227166	51	86.3	9	53	1	2372223	Real Madrid	Fran García	0	0	0	0	0	0
1	pase	174	197334	46.3	12.4	9	53	1	2372223	Athletic Club	Iñaki Williams	1	0	0	52.8	5.8	0
1	pase	174	76012	54.1	5.5	9	54	1	2372223	Athletic Club	Iker Muniain	1	0	0	36.2	5.6	0
1	pase	174	59062	38.4	7.4	9	59	1	2372223	Athletic Club	Óscar De Marcos	1	0	0	76	22.5	0
1	pase	174	197334	73.1	22.3	10	4	1	2372223	Athletic Club	Iñaki Williams	1	0	0	67.8	38.8	0
1	pase	174	96736	67	37.9	10	6	1	2372223	Athletic Club	Íñigo Ruíz de Galarreta	1	0	0	93.4	6.8	0
1	pase	174	76012	86.9	11.8	10	12	1	2372223	Athletic Club	Iker Muniain	1	0	0	84.5	17.8	0
1	pase	174	197334	81.5	14.9	10	13	1	2372223	Athletic Club	Iñaki Williams	1	0	0	80.2	8.2	0
1	pase_fallado	174	76012	79.8	11	10	16	1	2372223	Athletic Club	Iker Muniain	0	0	0	89.3	25.8	0
49	recuperacion_balon	186	50188	11.9	74.7	10	16	1	2372223	Real Madrid	David Alaba	1	0	0	0	0	0
1	pase	186	50188	10.1	74.8	10	17	1	2372223	Real Madrid	David Alaba	1	0	0	16.2	87.2	0
1	pase_fallado	186	475561	14.8	92.5	10	19	1	2372223	Real Madrid	Eduardo Camavinga	0	0	0	33.6	91.7	0
49	recuperacion_balon	174	437554	64.3	6.4	10	21	1	2372223	Athletic Club	Dani Vivian	1	0	0	0	0	0
1	pase	174	437554	64.3	6.4	10	21	1	2372223	Athletic Club	Dani Vivian	1	0	0	67.1	17.3	0
1	pase	174	197326	66.4	31.8	10	25	1	2372223	Athletic Club	Mikel Vesga	1	0	0	73.1	11.7	0
1	pase	174	76012	73.6	11.9	10	28	1	2372223	Athletic Club	Iker Muniain	1	0	0	78.2	5	0
1	pase	174	59062	78.2	5	10	29	1	2372223	Athletic Club	Óscar De Marcos	1	0	0	73.1	11.3	0
1	pase	174	76012	73.1	11.3	10	31	1	2372223	Athletic Club	Iker Muniain	1	0	0	67.5	35.2	0
1	pase	174	197326	68.1	38.6	10	34	1	2372223	Athletic Club	Mikel Vesga	1	0	0	77.4	33.4	0
1	pase	174	619506	75.5	33.4	10	34	1	2372223	Athletic Club	Unai Gómez	1	0	0	79.5	40	0
83	sin_identificar	186	218449	13.7	52.6	10	36	1	2372223	Real Madrid	Éder Militão	1	0	0	0	0	0
