codigo	tipo	equipo	player	x	y	min	sec	period	partido	nombre_equipo	nombre_jugador	outcome	fase	tipo	end_x	end_y	extra
1	pase	178	490541	50	50	0	0	1	2372228	Barcelona	Pedri	1	0	0	32.1	54.8	0
1	pase	178	209712	32.1	54.8	0	3	1	2372228	Barcelona	Frenkie de Jong	1	0	0	29.5	78.5	0
1	pase	178	135363	29.5	78.5	0	5	1	2372228	Barcelona	Andreas Christensen	1	0	0	46.3	93	0
1	pase	178	493019	46.3	93	0	7	1	2372228	Barcelona	Alejandro Balde	1	0	0	31.7	83.6	0
1	pase	178	135363	31.7	83.6	0	9	1	2372228	Barcelona	Andreas Christensen	1	0	0	26.8	54.8	0
1	pase	178	220325	32.3	53.1	0	14	1	2372228	Barcelona	Jules Koundé	1	0	0	34.3	81.1	0
1	pase	178	135363	34.3	81.1	0	17	1	2372228	Barcelona	Andreas Christensen	1	0	0	43.4	95	0
1	pase	178	493019	43.4	95	0	19	1	2372228	Barcelona	Alejandro Balde	1	0	0	42.2	84.4	0
1	pase	178	209712	42.2	84.4	0	19	1	2372228	Barcelona	Frenkie de Jong	1	0	0	28.1	87.2	0
1	pase	178	135363	28.1	87.2	0	22	1	2372228	Barcelona	Andreas Christensen	1	0	0	26.1	53.6	0
1	pase	178	220325	30.2	52.8	0	26	1	2372228	Barcelona	Jules Koundé	1	0	0	33.4	71.8	0
1	pase	178	209712	39.9	72.4	0	32	1	2372228	Barcelona	Frenkie de Jong	1	0	0	44.5	14.9	0
1	pase	178	445087	61.1	13.1	0	37	1	2372228	Barcelona	Ronald Araújo	1	0	0	74.8	3.7	0
1	pase	178	219961	72.3	7.6	0	40	1	2372228	Barcelona	Raphinha	1	0	0	71.3	26.4	0
1	pase	178	490541	71.3	26.4	0	41	1	2372228	Barcelona	Pedri	1	0	0	61.8	25.9	0
1	pase	178	78056	61.8	25.9	0	42	1	2372228	Barcelona	Oriol Romeu	1	0	0	61.8	53.4	0
1	pase	178	209712	61.8	53.4	0	44	1	2372228	Barcelona	Frenkie de Jong	1	0	0	53.1	54.9	0
1	pase	178	135363	52.8	54.9	0	48	1	2372228	Barcelona	Andreas Christensen	1	0	0	62.4	54.2	0
1	pase	178	59859	62.4	54.2	0	49	1	2372228	Barcelona	Ilkay Gündogan	1	0	0	52.6	35.7	0
1	pase	178	220325	52.6	36.5	0	51	1	2372228	Barcelona	Jules Koundé	1	0	0	66.1	38	0
83	sin_identificar	1450	109270	34.9	68.2	0	53	1	2372228	Getafe	Jaime Mata	0	0	0	0	0	0
1	pase	178	490541	61.4	41.6	0	54	1	2372228	Barcelona	Pedri	1	0	0	58.3	50.7	0
1	pase	178	59859	65.2	49.9	0	55	1	2372228	Barcelona	Ilkay Gündogan	1	0	0	60.7	37.5	0
1	pase	178	78056	60.3	35.9	0	56	1	2372228	Barcelona	Oriol Romeu	1	0	0	52.1	34.9	0
1	pase	178	220325	52	35.5	0	58	1	2372228	Barcelona	Jules Koundé	1	0	0	50	53	0
1	pase	178	135363	42.8	62.4	1	0	1	2372228	Barcelona	Andreas Christensen	1	0	0	54.6	62.9	0
1	pase	178	209712	55.6	61.6	1	2	1	2372228	Barcelona	Frenkie de Jong	1	0	0	48.4	38.4	0
45	regate_recibido	1450	448179	45.3	63.6	1	5	1	2372228	Getafe	Juanmi Latasa	0	0	0	0	0	0
3	regate_conseguido	178	220325	54.7	36.4	1	5	1	2372228	Barcelona	Jules Koundé	1	0	0	0	0	0
1	pase	178	220325	55.4	36.1	1	7	1	2372228	Barcelona	Jules Koundé	1	0	0	53.8	47.2	0
1	pase	178	209712	54.9	49.7	1	12	1	2372228	Barcelona	Frenkie de Jong	1	0	0	56.9	77.2	0
1	pase	178	135363	56.9	77.2	1	15	1	2372228	Barcelona	Andreas Christensen	1	0	0	57.6	62.4	0
2	pase_fuera_juego	178	209712	58.3	62.3	1	17	1	2372228	Barcelona	Frenkie de Jong	1	0	0	74.4	30.1	0
55	sin_identificar	1450	99005	27.9	14.9	1	17	1	2372228	Getafe	Damián Suárez	1	0	0	0	0	0
1	pase	1450	112945	22.4	67.3	1	54	1	2372228	Getafe	Stefan Mitrovic	1	0	0	43.1	7.3	0
1	pase_fallado	1450	99005	43.1	8.5	1	59	1	2372228	Getafe	Damián Suárez	0	0	0	101.3	15.3	0
5	balon_fuera	1450	99005	100	14.2	2	5	1	2372228	Getafe	Damián Suárez	0	0	346	0	0	0
5	balon_fuera	178	493019	0	85.8	2	5	1	2372228	Barcelona	Alejandro Balde	1	0	346	0	0	0
1	pase	178	77318	4.5	60.8	2	16	1	2372228	Barcelona	Marc-André ter Stegen	1	0	0	7.5	43.3	0
1	pase	178	220325	7.5	43.3	2	18	1	2372228	Barcelona	Jules Koundé	1	0	0	15.5	68.5	0
