team_id	code	type	player	x	y	min	sec	period
5683	44	0aerial_duel_lost	624878	71.8	61.3	0	14	1
175	61	0mal_control	213431	28.3	47.6	0	17	1
175	50	0dispossessed	167449	30.5	94.1	0	43	1
175	5	0ball_out	167449	26.5	100	0	45	1
175	12	0despeje_clearance	77390	3.4	81.2	1	6	1
5683	44	0aerial_duel_lost	624878	94.4	26.2	1	8	1
175	12	0despeje_clearance	213431	5.2	74.5	1	8	1
5683	12	0despeje_clearance	205523	21.9	65.2	1	24	1
5683	5	0ball_out	205523	43.6	100	1	29	1
175	5	0ball_out	167449	100	70.4	1	50	1
175	61	0mal_control	88482	71.5	53.2	2	22	1
5683	61	0mal_control	243718	59.4	96.6	3	2	1
5683	5	0ball_out	243718	63.7	100	3	2	1
175	5	0ball_out	65807	34.6	0	3	18	1
175	50	0dispossessed	119718	42.2	91.3	3	39	1
5683	5	0ball_out	51732	58.2	0	3	42	1
175	61	0mal_control	192364	73	2.2	4	2	1
175	74	0blocked_pass	192364	96.7	9.3	4	6	1
175	5	0ball_out	192364	100	10.4	4	7	1
175	15	attempt_saved	88482	96.4	45	4	55	1
175	5	0ball_out	88482	100	38.6	4	56	1
175	18	player_off	77390	100	41	6	9	1
175	18	player_off	77390	100	41	6	9	1
175	19	player_in	503523	100	41	6	9	1
5683	44	0aerial_duel_lost	624878	54.8	13.6	6	27	1
5683	61	0mal_control	472148	36.4	89.6	6	41	1
5683	5	0ball_out	472148	46.2	100	6	45	1
175	50	0dispossessed	119141	40.5	3.1	6	55	1
5683	5	0ball_out	161030	59.8	100	6	57	1
175	5	0ball_out	88482	74.8	0	7	15	1
175	74	0blocked_pass	503523	61.2	17.4	7	40	1
175	44	0aerial_duel_lost	119718	64.4	92.8	7	49	1
5683	61	0mal_control	472148	69.8	96.6	8	8	1
5683	50	0dispossessed	161030	62.3	77.6	8	18	1
175	44	0aerial_duel_lost	119141	41.3	23.2	8	20	1
5683	50	0dispossessed	205523	8.5	40.5	9	40	1
5683	44	0aerial_duel_lost	161030	39.8	26.9	9	51	1
175	50	0dispossessed	167449	65	59.2	10	59	1
5683	8	0interception	450429	21.3	61.7	11	8	1
5683	12	0despeje_clearance	51732	9.4	43.9	11	14	1
175	8	0interception	503523	67.7	74.1	11	24	1
5683	8	0interception	450429	21.6	40.7	11	27	1
175	44	0aerial_duel_lost	88482	80.5	47.8	11	33	1
5683	61	0mal_control	244243	51.1	1.7	13	2	1
175	13	miss	88482	89.5	50.9	13	34	1
175	5	0ball_out	88482	100	38.4	13	36	1
5683	8	0interception	450429	19	47.2	14	10	1
175	44	0aerial_duel_lost	88482	92.8	55.9	14	52	1
5683	44	0aerial_duel_lost	178876	43.2	35.6	15	36	1
175	50	0dispossessed	41328	98	26.9	15	58	1
5683	12	0despeje_clearance	450429	6	54.9	16	42	1
5683	44	0aerial_duel_lost	51732	5.4	85.2	16	52	1
175	13	miss	119141	91.7	46.6	17	41	1
175	5	0ball_out	119141	100	42.3	17	42	1
175	44	0aerial_duel_lost	65807	36.2	72	18	7	1
5683	50	0dispossessed	174816	70.2	3.1	18	10	1
175	5	0ball_out	119718	29.4	100	18	10	1
5683	61	0mal_control	243718	81.8	35.5	18	46	1
5683	5	0ball_out	51732	65.8	0	19	0	1
5683	74	0blocked_pass	244243	65.7	3.1	19	20	1
5683	5	0ball_out	244243	66	0	19	21	1
175	61	0mal_control	119718	55.9	94.7	19	39	1
175	8	0interception	41328	22.8	19.2	19	52	1
5683	5	0ball_out	90801	60	100	21	9	1
175	44	0aerial_duel_lost	167449	33.6	87.8	21	42	1
175	44	0aerial_duel_lost	65807	21.6	38.2	22	27	1
5683	5	0ball_out	450429	100	39.8	22	29	1
175	44	0aerial_duel_lost	167449	61.7	58.4	23	25	1
175	44	0aerial_duel_lost	213431	47.6	76	24	9	1
175	8	0interception	119718	35.2	77.1	24	37	1
5683	50	0dispossessed	174816	90.2	6.5	25	11	1
175	8	0interception	76650	62.6	55.4	25	42	1
175	44	0aerial_duel_lost	503523	53.4	58	26	29	1
5683	61	0mal_control	178876	33.5	5.2	27	12	1
5683	5	0ball_out	178876	37.7	0	27	13	1
175	8	0interception	65807	35.6	48.5	27	27	1
175	8	0interception	503523	35.4	65.8	28	22	1
175	44	0aerial_duel_lost	167449	77	36.8	29	33	1
5683	61	0mal_control	243718	68.3	27.6	30	21	1
175	8	0interception	65807	35.1	73.8	30	22	1
175	61	0mal_control	119718	53.6	77.8	30	26	1
5683	74	0blocked_pass	450429	2.1	68.4	34	22	1
175	5	0ball_out	76650	100	33.8	34	22	1
5683	61	0mal_control	624878	61.3	67.5	35	0	1
175	5	0ball_out	119141	100	77.6	35	28	1
175	44	0aerial_duel_lost	167449	54.6	54.4	35	56	1
5683	74	0blocked_pass	244243	32	33.2	36	10	1
175	61	0mal_control	76650	84.8	59.8	36	35	1
175	44	0aerial_duel_lost	213431	69.2	92.4	36	44	1
175	44	0aerial_duel_lost	213431	29.6	90.6	37	24	1
175	44	0aerial_duel_lost	213431	52.8	54.6	38	35	1
5683	50	0dispossessed	243718	62.8	76	39	17	1
