match_id	id	team_id	period_id	min	sec	player_id_1	player_id_2	outcome	start_x	start_y	end_x	end_y	offside	possession	sequence	extra_1	extra_2	extra_3
2372230	2575846247	188	1	0	0	178880	481655	1	50.1	50.2	38.1	48.5	0	1	1	0	0	0
2372230	2575846273	188	1	0	1	481655	224919	1	37.8	48.7	28.8	62.4	0	1	1	0	0	0
2372230	2575846301	188	1	0	3	224919	0	0	29.1	61.6	74.7	39.8	0	1	1	0	0	0
2372230	2575846317	2893	1	0	7	58877	248498	1	21.2	62.3	20.9	72.1	0	2	2	0	3	0
2372230	2575846373	2893	1	0	8	248498	102884	1	20.2	71.9	5.7	69.9	0	2	2	0	3	0
2372230	2575846469	2893	1	0	15	102884	517333	1	9	48.8	26.6	7.4	0	2	2	0	0	0
2372230	2575846547	2893	1	0	20	517333	11129	1	26.2	9.3	11.8	24.3	0	2	2	0	0	0
2372230	2575846627	2893	1	0	31	11129	58877	1	19.3	23.7	16.2	62.7	0	2	3	0	0	5
2372230	2575846639	2893	1	0	34	58877	178871	1	11.6	57.9	22.2	51.8	0	2	3	0	0	0
2372230	2575846683	2893	1	0	35	178871	102884	1	22.2	51.8	5.3	50.4	0	2	3	0	0	0
2372230	2575847077	2893	1	1	3	102884	11129	1	2.1	47.9	11.6	28.2	0	2	4	0	0	0
2372230	2575847097	2893	1	1	3	11129	102884	1	11.6	28.2	6.6	40.1	0	2	4	0	0	0
2372230	2575847105	2893	1	1	3	102884	0	0	9.1	34.7	38.6	-1	0	2	4	0	0	0
2372230	2575847297	188	1	1	22	472145	488026	1	65.4	100	68.8	79.1	0	3	5	0	0	0
2372230	2575847347	188	1	1	23	488026	174528	1	68.6	77.4	59	37.5	0	3	5	0	0	0
2372230	2575847393	188	1	1	27	174528	178880	1	58.9	32.5	68.8	25.9	0	3	5	0	0	0
2372230	2575847407	188	1	1	29	178880	0	1	68.4	16.3	71.7	5.6	0	3	5	0	0	0
2372230	2575847499	188	1	1	32	219271	178880	1	69.6	12.4	71.9	18	0	3	5	0	0	0
2372230	2575847531	188	1	1	37	178880	224919	1	68.6	14.5	51.7	54.1	0	3	5	0	0	0
2372230	2575847591	188	1	1	40	224919	472145	1	54	65.5	56.6	95.7	0	3	5	0	0	0
2372230	2575847635	188	1	1	45	472145	224919	1	53.6	91.4	42	75.8	0	3	5	0	0	0
2372230	2575847703	188	1	1	47	224919	216475	1	31.5	67.8	35.5	37.1	0	3	5	0	0	0
2372230	2575847727	188	1	1	50	216475	174528	1	35.3	27.7	40.8	9.7	0	3	5	0	0	0
2372230	2575847739	188	1	1	51	174528	481655	1	40.7	8.1	45	16.5	0	3	5	0	0	0
2372230	2575847779	188	1	1	53	481655	178880	1	44.8	16	59.3	21.9	0	3	5	0	0	0
2372230	2575847879	2893	1	2	2	11129	178871	1	36.7	41.3	31.2	45.5	0	4	6	0	0	0
2372230	2575847897	2893	1	2	3	178871	58877	1	31.2	45.5	25.5	67.5	0	4	6	0	0	0
2372230	2575847963	2893	1	2	4	58877	248498	1	25.5	67.5	34.5	83.5	0	4	6	0	0	0
2372230	2575848017	2893	1	2	9	248498	468236	1	35.4	80.8	54.1	94.4	0	4	6	0	0	0
2372230	2575848293	2893	1	2	22	248498	58877	1	50.1	100	26.6	86.2	0	4	7	0	0	0
2372230	2575848351	2893	1	2	27	58877	11129	1	9.8	81.1	22.5	58.5	0	4	7	0	0	0
2372230	2575848523	2893	1	2	29	11129	517333	1	23	58.4	35.7	20.4	0	4	7	0	0	0
2372230	2575848561	2893	1	2	38	517333	510281	1	60.1	17.9	63.8	4.4	0	4	7	0	0	0
2372230	2575848589	2893	1	2	40	510281	517333	1	65.7	4.6	60.3	9.8	0	4	7	0	0	0
2372230	2575848639	2893	1	2	41	517333	178871	1	61.4	8.2	58.9	29.1	0	4	7	0	0	0
2372230	2575849191	188	1	3	2	174528	216475	1	25.5	15.3	10.7	24.9	0	5	8	0	0	5
2372230	2575849209	188	1	3	7	216475	224919	1	10.7	24.9	9.3	71	0	5	8	0	0	0
2372230	2575849239	188	1	3	12	224919	472145	1	9	77.9	14	93.7	0	5	8	0	0	0
2372230	2575849337	188	1	3	13	472145	219000	1	14.2	94.1	35.7	93.7	0	5	8	0	0	0
2372230	2575948721	2893	1	3	19	517333	0	1	59.7	4.8	64.6	5.5	0	6	9	0	0	0
2372230	2575849429	2893	1	3	21	510281	194282	1	68.1	4.6	70.9	11.6	0	6	9	0	0	0
2372230	2575849561	2893	1	3	28	226541	510281	1	68.5	20.2	76.3	5.9	0	8	11	0	0	0
2372230	2575849631	2893	1	3	32	510281	517333	1	77.5	4.9	66	10.6	0	8	11	0	0	0
2372230	2575849689	2893	1	3	35	517333	0	1	67.2	11.4	62.8	22.1	0	8	11	0	0	0
2372230	2575850049	2893	1	3	52	178871	468236	1	54	33	75.6	91.5	0	8	12	0	0	5
2372230	2575850139	188	1	3	56	174528	0	0	24.4	10.9	46.6	45.7	0	9	13	0	0	0
2372230	2575850243	2893	1	4	2	11129	0	0	53.7	43.6	69.8	18.8	0	10	14	0	0	0
2372230	2575850451	188	1	4	10	472145	219271	1	80.8	96.4	87	40.4	0	11	15	2	0	0
2372230	2575852625	2893	1	5	31	49464	517333	1	50.2	50.1	32.6	34.3	0	12	16	0	0	0
2372230	2575852869	2893	1	5	35	517333	0	1	42	22.9	63	11.4	0	12	16	0	0	0
2372230	2575852885	2893	1	5	38	510281	0	0	89	26.2	92.6	47.4	0	12	16	2	0	0
2372230	2575853527	188	1	5	50	197316	224919	1	8.6	55	15.7	70.1	0	13	17	0	0	0
2372230	2575853679	188	1	5	59	224919	472145	1	15.2	71.3	23	92.3	0	13	17	0	0	0
2372230	2575853785	188	1	6	3	472145	0	1	23.5	92.1	41.3	85	0	13	17	0	0	0
2372230	2575853867	188	1	6	7	176189	488026	1	38.9	86.6	35.7	82.7	0	13	17	0	0	0
2372230	2575853907	188	1	6	10	488026	472145	1	36.4	83.3	28.3	90.1	0	13	17	0	0	0
2372230	2575854063	188	1	6	11	472145	197316	1	28.2	89.1	8.7	63.2	0	13	17	0	0	0
2372230	2575854251	188	1	6	17	197316	0	0	7.9	56.8	78.4	18.3	0	13	17	0	0	0
2372230	2575854343	2893	1	6	23	58877	102884	1	21.8	77.3	4.2	59.6	0	14	18	0	0	0
2372230	2575854433	2893	1	6	24	102884	58877	1	3.9	59.4	8.7	93.6	0	14	18	0	0	0
2372230	2575854507	2893	1	6	28	58877	248498	1	9.2	93.6	29.3	79	0	14	18	0	0	0
2372230	2575854587	2893	1	6	30	248498	468236	1	29.5	79	40.5	95.9	0	14	18	0	0	0
2372230	2575854623	2893	1	6	32	468236	0	0	41.5	95.7	32.8	80	0	14	18	0	3	0
2372230	2575854689	188	1	6	34	176189	0	1	72.9	13.8	66.3	13.4	0	15	19	0	3	0
2372230	2575854783	188	1	6	35	481655	0	1	62.1	13.7	61.8	28.5	0	15	19	0	0	0
2372230	2575855365	188	1	6	54	481655	216475	1	60	30.9	44.5	24.2	0	15	20	0	0	5
2372230	2575855419	188	1	6	56	216475	224919	1	44.4	26.7	37.5	57.8	0	15	20	0	0	0
2372230	2575855523	188	1	6	59	224919	472145	1	37.5	58.4	39.8	90.9	0	15	20	0	0	0
2372230	2575855583	188	1	7	2	472145	219000	1	40.4	92.4	54.5	76.6	0	15	20	0	0	0
2372230	2575855671	188	1	7	4	219000	481655	1	54.5	76.6	49.3	83.3	0	15	20	0	0	0
2372230	2575855797	188	1	7	6	481655	0	0	56.9	81.5	76.7	91.1	0	15	20	0	0	0
2372230	2575856567	188	1	7	31	472145	0	0	82.8	100	88.3	62.9	0	15	21	0	0	0
2372230	2575857621	2893	1	7	54	226541	178871	1	26.9	32.4	11.7	40.8	0	16	22	0	0	5
2372230	2575860215	2893	1	8	0	178871	11129	1	14	40.4	4.9	29.5	0	16	22	0	0	0
2372230	2575857687	2893	1	8	2	11129	0	0	6.3	30.7	44.9	25.6	0	16	22	0	0	0
2372230	2575857741	188	1	8	4	224919	0	1	56.3	70.9	71.1	68.6	0	17	23	0	3	0
2372230	2575857767	188	1	8	7	178880	0	0	71	73.1	82.3	71.6	0	17	23	0	0	0
2372230	2575861567	2893	1	9	51	11129	0	1	3.9	56.1	4.8	39.1	0	18	25	0	0	0
2372230	2575861683	2893	1	9	54	102884	0	0	5.6	28.9	66	20.7	0	18	25	0	0	0
2372230	2575861771	188	1	9	57	481655	0	1	42.3	75.9	58.8	63.7	0	19	26	0	3	0
2372230	2575861833	188	1	10	0	178880	174528	1	56	52	51.9	47.4	0	19	26	0	0	0
2372230	2575861907	188	1	10	0	174528	219000	1	54.2	50.2	64	63	0	19	26	0	0	0
2372230	2575862203	2893	1	10	8	11129	194282	1	14.9	18.2	47.3	11.4	0	20	27	0	0	0
2372230	2575862247	2893	1	10	9	194282	510281	1	47.3	11.4	39.5	3.5	0	20	27	0	0	0
2372230	2575862269	2893	1	10	11	510281	226541	1	39.1	3.2	37.3	14.9	0	20	27	0	0	0
2372230	2575862327	2893	1	10	11	226541	517333	1	37.3	14.9	29.3	6.1	0	20	27	0	0	0
2372230	2575862383	2893	1	10	13	517333	11129	1	24.5	11	14.7	28.2	0	20	27	0	0	0
2372230	2575862501	2893	1	10	15	11129	102884	1	14.7	28.2	3.8	50.3	0	20	27	0	0	0
2372230	2575862557	2893	1	10	17	102884	58877	1	3.9	50.7	7.1	76.1	0	20	27	0	0	0
2372230	2575862687	2893	1	10	19	58877	0	1	6.7	84.4	32.8	92.4	0	20	27	0	0	0
2372230	2575862703	2893	1	10	23	468236	0	0	21.2	92.9	21.2	90.5	0	20	27	0	0	0
2372230	2575862815	188	1	10	24	174528	216475	1	77.9	10.1	71.2	13.5	0	21	28	0	0	0
2372230	2575862877	188	1	10	26	216475	178880	1	70.8	13.4	73.4	20.6	0	21	28	0	0	0
2372230	2575862967	188	1	10	27	178880	216475	1	73.4	20.6	70.8	14.5	0	21	28	0	0	0
2372230	2575863149	188	1	10	29	216475	224919	1	66.4	14.7	42.2	35.1	0	21	28	0	0	0
2372230	2575863303	188	1	10	36	224919	481655	1	45.2	43.6	45.8	68.2	0	21	28	0	0	0
2372230	2575863385	188	1	10	39	481655	197316	1	40.8	67.5	17.9	44.6	0	21	28	0	0	0
2372230	2575863449	188	1	10	43	197316	481655	1	17.9	44.6	30.6	52.3	0	21	28	0	0	0
2372230	2575863681	188	1	10	45	481655	216475	1	30.2	43.7	25.6	21.1	0	21	28	0	0	0
2372230	2575863805	188	1	10	50	216475	197316	1	26.9	29	9.4	50.2	0	21	28	0	0	0
2372230	2575864117	188	1	10	54	197316	224919	1	8.8	51.2	17.5	76.4	0	21	28	0	0	0
2372230	2575864129	188	1	10	59	224919	0	0	20.9	87.1	36.1	101.3	0	21	28	0	0	0
2372230	2575864333	2893	1	11	3	510281	226541	1	65.4	0	61.8	7.1	0	22	29	0	0	0
2372230	2575864459	2893	1	11	7	226541	510281	1	61.9	7.1	69.9	4	0	22	29	0	0	0
2372230	2575864577	2893	1	11	9	510281	178871	1	65.4	2.1	58.5	20.7	0	22	29	0	0	0
