team_id	code	type	player	x	y	min	sec	period
188	44	0aerial_duel_lost	176189	76.9	41.8	0	6	1
188	44	0aerial_duel_lost	176189	86.8	82	0	24	1
2893	50	0dispossessed	102884	3.8	53.9	0	37	1
188	5	0ball_out	176189	100	41.5	0	39	1
2893	5	0ball_out	102884	42	0	1	6	1
188	61	0mal_control	178880	63.9	26.6	1	56	1
188	5	0ball_out	219271	51.5	0	2	12	1
188	50	0dispossessed	219000	33	96.6	3	18	1
2893	61	0mal_control	194282	70.5	15.3	3	21	1
188	44	0aerial_duel_lost	178880	41.6	73.4	3	37	1
2893	61	0mal_control	468236	75.6	91.5	3	55	1
188	44	0aerial_duel_lost	176189	45.8	46.2	3	59	1
188	16	goal	219271	86.6	40.2	4	13	1
2893	44	0aerial_duel_lost	226541	39.2	67.9	6	36	1
2893	61	0mal_control	11129	25.2	8.9	7	9	1
2893	5	0ball_out	11129	21.4	0	7	10	1
188	44	0aerial_duel_lost	176189	89.2	62.2	7	34	1
2893	44	0aerial_duel_lost	194282	44.4	32.4	8	4	1
2893	44	0aerial_duel_lost	517333	19.2	30.4	8	8	1
188	13	miss	178880	81.8	67.8	9	31	1
188	5	0ball_out	178880	100	59.4	9	32	1
188	61	0mal_control	219000	66.3	65.8	10	1	1
188	74	0blocked_pass	219271	78.5	10.4	10	23	1
188	5	0ball_out	224919	35.4	100	11	0	1
188	61	0mal_control	174528	45.6	14	15	19	1
188	12	0despeje_clearance	174528	5.4	11.2	15	28	1
2893	44	0aerial_duel_lost	226541	69.4	19.6	15	54	1
2893	61	0mal_control	510281	30.6	16.7	16	44	1
188	44	0aerial_duel_lost	178880	63.7	29.8	17	4	1
188	12	0despeje_clearance	224919	15	35.7	17	22	1
188	61	0mal_control	219271	14.9	6.5	17	29	1
2893	56	0me_cortan_balon_cuerpo	468236	90.1	95.7	17	30	1
188	5	0ball_out	219271	14	0	17	31	1
188	44	0aerial_duel_lost	488026	71.8	91.9	18	26	1
2893	61	0mal_control	226541	34	94.8	19	3	1
2893	5	0ball_out	510281	31.9	100	19	4	1
188	61	0mal_control	176189	57.8	84	19	31	1
188	12	0despeje_clearance	224919	8.9	69.6	20	20	1
2893	44	0aerial_duel_lost	49464	91	53.2	20	32	1
2893	44	0aerial_duel_lost	226541	46.7	15.5	22	22	1
188	5	0ball_out	174528	59.6	0	22	55	1
2893	5	0ball_out	248498	66.4	100	23	11	1
188	44	0aerial_duel_lost	176189	71	12.3	23	36	1
2893	61	0mal_control	58877	27.5	79.8	23	36	1
188	61	0mal_control	219000	96.5	74.7	23	44	1
188	5	0ball_out	219000	100	73.8	23	45	1
188	44	0aerial_duel_lost	224919	52.6	15.8	24	9	1
188	5	0ball_out	224919	39.2	0	24	14	1
2893	61	0mal_control	194282	75.2	56.3	24	22	1
188	61	0mal_control	472145	73.1	93.3	24	34	1
188	44	0aerial_duel_lost	488026	68.5	88	24	37	1
188	12	0despeje_clearance	197316	28.6	27.4	25	2	1
188	5	0ball_out	197316	38.4	0	25	4	1
188	8	0interception	216475	26.9	15.7	25	35	1
2893	44	0aerial_duel_lost	468236	73.6	80.2	25	37	1
188	61	0mal_control	219271	73.8	30.1	26	9	1
188	44	0aerial_duel_lost	216475	41.7	9.6	26	14	1
2893	61	0mal_control	49464	58.6	89.2	26	14	1
