team_id	code	type	player	x	y	min	sec	period
1450	5	0ball_out	99005	100	14.2	2	5	1
1450	8	0interception	149838	41	58.2	2	40	1
1450	5	0ball_out	198499	43.7	100	2	43	1
178	44	0aerial_duel_lost	78056	46	27.8	3	8	1
178	12	0despeje_clearance	135363	20	61.8	3	18	1
1450	13	miss	448179	89.2	54.2	3	41	1
1450	5	0ball_out	448179	100	30.2	3	44	1
1450	44	0aerial_duel_lost	112945	36.8	66.8	5	14	1
178	50	0dispossessed	59859	68.8	37.3	5	48	1
1450	44	0aerial_duel_lost	99005	34.8	25.6	6	24	1
178	15	attempt_saved	56764	87	49.9	7	17	1
1450	8	0interception	464283	26.4	33.6	8	3	1
178	44	0aerial_duel_lost	78056	64.1	65.5	8	9	1
1450	5	0ball_out	464283	67.2	0	8	44	1
1450	12	0despeje_clearance	464283	9.3	12.5	9	1	1
1450	5	0ball_out	464283	9.6	0	9	3	1
1450	12	0despeje_clearance	501039	13.8	57.6	9	35	1
1450	8	0interception	198499	35.3	81.4	9	42	1
1450	44	0aerial_duel_lost	501039	65.2	93.4	10	22	1
1450	5	0ball_out	175204	64.2	100	11	5	1
178	61	0mal_control	56764	57.6	45.8	11	20	1
1450	5	0ball_out	175204	44	100	11	41	1
1450	61	0mal_control	501039	41.4	88.1	12	21	1
178	12	0despeje_clearance	220325	11.2	52.7	13	15	1
178	12	0despeje_clearance	445087	11.9	43.3	13	16	1
1450	44	0aerial_duel_lost	501039	77.4	68	13	18	1
1450	44	0aerial_duel_lost	112945	21.6	73	14	35	1
178	15	attempt_saved	219961	79.9	27.1	15	35	1
1450	12	0despeje_clearance	200599	7.8	44	15	37	1
178	5	0ball_out	209712	55.2	100	16	12	1
178	12	0despeje_clearance	220325	8.5	47.6	16	56	1
178	12	0despeje_clearance	493019	9.9	64.1	17	13	1
178	12	0despeje_clearance	220325	11.9	50.1	17	15	1
178	12	0despeje_clearance	209712	11.7	69.8	17	21	1
1450	44	0aerial_duel_lost	99005	76.9	6.4	17	24	1
178	5	0ball_out	135363	74.6	0	18	1	1
1450	44	0aerial_duel_lost	448179	58.4	88.7	18	27	1
178	8	0interception	445087	39.8	16.1	18	27	1
178	61	0mal_control	209712	95.3	74.1	19	55	1
1450	12	0despeje_clearance	99005	4.6	31.6	19	55	1
178	61	0mal_control	493019	77.1	94.2	20	15	1
178	5	0ball_out	493019	84.2	100	20	17	1
178	44	0aerial_duel_lost	56764	78.4	91.6	20	43	1
1450	44	0aerial_duel_lost	448179	64.8	62.4	21	11	1
1450	44	0aerial_duel_lost	99005	38.3	33.4	21	32	1
178	5	0ball_out	135363	74.4	100	22	3	1
1450	44	0aerial_duel_lost	448179	55.9	7.4	22	30	1
178	5	0ball_out	493019	37.3	100	22	32	1
1450	44	0aerial_duel_lost	464283	79.8	10.7	22	54	1
1450	8	0interception	149838	64.7	23.3	22	56	1
178	8	0interception	220325	15.9	50	23	1	1
178	12	0despeje_clearance	220325	14	36.2	23	11	1
1450	44	0aerial_duel_lost	109270	67.3	84.4	23	25	1
178	8	0interception	445087	31.7	19.4	23	26	1
178	5	0ball_out	445087	33.4	0	23	27	1
178	12	0despeje_clearance	445087	17.8	9.8	23	44	1
178	5	0ball_out	445087	21.5	0	23	45	1
1450	44	0aerial_duel_lost	448179	91.8	70.8	24	0	1
178	12	0despeje_clearance	220325	7.7	30.7	24	0	1
178	44	0aerial_duel_lost	220325	7.4	27.7	24	1	1
1450	44	0aerial_duel_lost	179271	91.6	70.2	24	3	1
178	12	0despeje_clearance	209712	7.7	31	24	3	1
1450	74	0blocked_pass	149838	52.6	42.5	24	51	1
178	13	miss	78056	77.3	42.4	25	34	1
178	5	0ball_out	78056	100	59.2	25	35	1
1450	44	0aerial_duel_lost	448179	71	36	29	3	1
1450	15	attempt_saved	464283	81.7	50.6	29	11	1
178	50	0dispossessed	56764	70.6	55.3	30	20	1
178	61	0mal_control	56764	80.7	48.8	30	27	1
178	44	0aerial_duel_lost	493019	60.2	70.1	30	35	1
178	44	0aerial_duel_lost	445087	27.4	16	33	47	1
1450	50	0dispossessed	501039	78.1	95.2	33	53	1
178	5	0ball_out	445087	23.4	0	33	55	1
1450	61	0mal_control	501039	85.3	96.3	34	10	1
178	50	0dispossessed	219961	18	8.2	34	13	1
1450	5	0ball_out	501039	100	79.3	34	16	1
1450	12	0despeje_clearance	501039	14.3	68.2	35	3	1
178	15	attempt_saved	219961	95	35.3	35	46	1
1450	12	0despeje_clearance	448179	4.5	63.7	36	20	1
178	15	attempt_saved	490541	82.2	42.6	36	42	1
1450	12	0despeje_clearance	179271	3.8	91.8	36	46	1
1450	5	0ball_out	179271	22.4	100	36	47	1
178	15	attempt_saved	220325	67.2	43.4	38	2	1
1450	8	0interception	149838	28.9	63.1	38	38	1
1450	61	0mal_control	112945	28.9	63.1	38	49	1
1450	74	0blocked_pass	198499	8	66.6	39	6	1
1450	12	0despeje_clearance	448179	8	66.6	39	46	1
1450	44	0aerial_duel_lost	99005	29	71	39	50	1
178	44	0aerial_duel_lost	78056	25.7	23.3	40	21	1
1450	5	0ball_out	448179	100	72	40	24	1
178	44	0aerial_duel_lost	219961	62.4	34.4	40	47	1
1450	44	0aerial_duel_lost	448179	73.4	75.1	43	16	1
178	44	0aerial_duel_lost	135363	16.7	55.8	43	48	1
1450	61	0mal_control	198499	85.4	56.6	43	57	1
1450	5	0ball_out	198499	100	65	43	59	1
1450	12	0despeje_clearance	112945	13.8	42.7	45	6	1
1450	8	0interception	99005	25.5	46.9	45	57	1
1450	5	0ball_out	149838	100	26.4	46	27	1
1450	8	0interception	448179	44.2	48.2	47	8	1
178	61	0mal_control	56764	75.8	37.7	47	10	1
1450	12	0despeje_clearance	112945	15.6	57	47	12	1
1450	5	0ball_out	112945	10.6	0	47	16	1
178	44	0aerial_duel_lost	445087	71.2	9.8	47	38	1
178	44	0aerial_duel_lost	135363	23.5	51.3	48	45	1
178	12	0despeje_clearance	78056	12.7	33.2	48	48	1
1450	44	0aerial_duel_lost	448179	81.5	58.3	48	49	1
178	12	0despeje_clearance	135363	18.2	45.6	48	49	1
1450	15	attempt_saved	464283	80.8	45.8	48	50	1
1450	8	0interception	200599	20.3	27.6	49	20	1
1450	50	0dispossessed	501039	36.1	90.4	49	38	1
1450	8	0interception	198499	11.4	67	49	45	1
178	5	0ball_out	493019	100	80.4	51	25	1
178	44	0aerial_duel_lost	220325	24.7	26	52	10	1
178	12	0despeje_clearance	493019	6.9	53.9	52	16	1
178	12	0despeje_clearance	220325	10.3	49.7	52	40	1
1450	13	miss	179271	88.2	45.8	52	46	1
1450	5	0ball_out	179271	100	51	52	48	1
1450	44	0aerial_duel_lost	109270	27.2	89.8	53	40	1
1450	12	0despeje_clearance	448179	7.1	42.5	54	39	1
1450	12	0despeje_clearance	200599	12.5	33.4	54	41	1
178	50	0dispossessed	56764	88.6	36.6	54	54	1
1450	18	player_off	112945	41.3	38.8	45	0	2
1450	18	player_off	112945	41.3	38.8	45	0	2
1450	19	player_in	88550	41.3	38.8	45	0	2
178	18	player_off	135363	36.3	18.1	45	0	2
178	18	player_off	135363	36.3	18.1	45	0	2
178	19	player_in	500745	36.3	18.1	45	0	2
178	12	0despeje_clearance	493019	10.6	50	45	39	2
178	5	0ball_out	59859	36.2	100	45	44	2
178	74	0blocked_pass	493019	24.7	93.5	46	3	2
178	5	0ball_out	493019	29.3	100	46	4	2
1450	61	0mal_control	88550	94.2	24.1	46	12	2
1450	61	0mal_control	99005	85.2	19.7	46	17	2
1450	61	0mal_control	179271	71.1	7.4	47	19	2
1450	8	0interception	198499	22.6	27.9	48	41	2
1450	5	0ball_out	149838	58	100	48	53	2
178	5	0ball_out	78056	100	26.8	49	54	2
1450	44	0aerial_duel_lost	179271	57	55.2	50	16	2
1450	44	0aerial_duel_lost	149838	38.2	63.6	50	19	2
178	5	0ball_out	59859	100	20	50	27	2
178	44	0aerial_duel_lost	78056	37.8	11.4	50	58	2
1450	61	0mal_control	448179	76.9	42.1	51	6	2
